Taxon	Downstream.5pm	Upstream.5.30am	Downstream.7.30am.day2	Upstream.8am.biof	Upstream.11am.biof	Downstream.8am.biof	Upstream.7.30am.day2	Upstream.5pm.biof	Downstream.5pm.biof	Downstream.11am	Trans.Waller.split	Upstream.2pm.biof	Trans.27.pipe	Upstream.5pm	Upstream.11am	Trans.Hemphill.Split	Upstream.8am	Downstream.5.30am	Downstream.2pm	Trans.105.pipe	Downstream.11am.biof	Downstream.8am	Upstream.2pm	Trans.24th.Street.Weir	Trans.Clark.Field
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Microlunatus	0.000759493670886	0.000126582278481	0.000759493670886	0.00113924050633	0.00164556962025	0.000379746835443	0.000632911392405	0.00126582278481	0.000632911392405	0.000759493670886	0.0	0.00189873417722	0.00126582278481	0.000253164556962	0.000126582278481	0.000253164556962	0.000506329113924	0.000506329113924	0.00164556962025	0.0	0.000886075949367	0.00113924050633	0.000126582278481	0.000253164556962	0.000632911392405
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.00240506329114	0.000126582278481	0.000253164556962	0.0	0.000253164556962	0.000126582278481	0.0	0.000506329113924	0.0	0.000253164556962	0.0	0.000379746835443	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Tessaracoccus	0.0	0.0	0.0	0.000253164556962	0.000253164556962	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000379746835443	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;Other	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__	0.0	0.0	0.000126582278481	0.000253164556962	0.0	0.0	0.000126582278481	0.0	0.0	0.000253164556962	0.000253164556962	0.000253164556962	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Actinomycetospora	0.000126582278481	0.0	0.0	0.000126582278481	0.000759493670886	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.000253164556962	0.0	0.000126582278481	0.0	0.000126582278481	0.000253164556962	0.0	0.0	0.000126582278481	0.000379746835443	0.000253164556962	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Jiangella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae;g__Pseudonocardia	0.000126582278481	0.000379746835443	0.000759493670886	0.000506329113924	0.00582278481013	0.000759493670886	0.0	0.00113924050633	0.000379746835443	0.000379746835443	0.000126582278481	0.000759493670886	0.000126582278481	0.000126582278481	0.000253164556962	0.000126582278481	0.000126582278481	0.000126582278481	0.000253164556962	0.0	0.000886075949367	0.000126582278481	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae;g__Sanguibacter	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae;g__	0.0	0.0	0.0	0.000126582278481	0.000506329113924	0.0	0.000253164556962	0.0	0.0	0.0	0.000253164556962	0.000253164556962	0.0	0.0	0.000253164556962	0.000379746835443	0.0	0.0	0.000379746835443	0.000126582278481	0.000253164556962	0.0	0.0	0.000379746835443	0.000253164556962
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;Other	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__	0.0	0.0	0.000126582278481	0.000253164556962	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.000379746835443	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000126582278481
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae;g__Streptomyces	0.000253164556962	0.000253164556962	0.0	0.000506329113924	0.000126582278481	0.000759493670886	0.000506329113924	0.000379746835443	0.000253164556962	0.000253164556962	0.00164556962025	0.000379746835443	0.000126582278481	0.000506329113924	0.000506329113924	0.000632911392405	0.000253164556962	0.000253164556962	0.000379746835443	0.000379746835443	0.000253164556962	0.000126582278481	0.000126582278481	0.000506329113924	0.00113924050633
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;Other	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.000506329113924	0.0	0.0	0.0	0.000126582278481	0.0	0.000253164556962	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.000253164556962	0.000253164556962	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Nonomuraea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Sphaerisporangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Streptosporangium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;Other	0.0	0.0	0.000253164556962	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.000379746835443	0.0	0.000253164556962	0.000126582278481	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000253164556962
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae;g__Williamsia	0.000632911392405	0.000126582278481	0.000126582278481	0.000126582278481	0.000126582278481	0.000379746835443	0.000126582278481	0.000253164556962	0.000379746835443	0.000759493670886	0.00113924050633	0.000253164556962	0.000759493670886	0.000379746835443	0.000506329113924	0.000506329113924	0.000126582278481	0.000506329113924	0.000632911392405	0.0	0.000379746835443	0.000632911392405	0.0	0.000886075949367	0.000506329113924
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__;g__	0.000126582278481	0.0	0.000253164556962	0.0	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000379746835443	0.000506329113924	0.0	0.000126582278481	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.000126582278481
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__WCHB1-81;f__At425_EubF1;g__	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Adlercreutzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481
k__Bacteria;p__Actinobacteria;c__KIST-JJY010;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__;g__	0.000632911392405	0.000126582278481	0.000632911392405	0.000379746835443	0.000632911392405	0.000126582278481	0.000253164556962	0.00126582278481	0.000126582278481	0.000253164556962	0.000253164556962	0.000759493670886	0.000759493670886	0.000253164556962	0.000126582278481	0.000632911392405	0.000253164556962	0.000379746835443	0.000759493670886	0.0	0.000759493670886	0.000253164556962	0.000253164556962	0.000379746835443	0.000379746835443
k__Bacteria;p__Actinobacteria;c__OPB41;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.000506329113924	0.0	0.000126582278481	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000632911392405	0.0	0.0	0.0	0.000253164556962	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000253164556962	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__;g__	0.0	0.0	0.000379746835443	0.000506329113924	0.00151898734177	0.000253164556962	0.0	0.00379746835443	0.0	0.000126582278481	0.000506329113924	0.00139240506329	0.00253164556962	0.0	0.000126582278481	0.000886075949367	0.0	0.000379746835443	0.000506329113924	0.0116455696203	0.000379746835443	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E;g__	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000506329113924	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__	0.00291139240506	0.00177215189873	0.00139240506329	0.00164556962025	0.00151898734177	0.000253164556962	0.00177215189873	0.00240506329114	0.000632911392405	0.00240506329114	0.00392405063291	0.00189873417722	0.00341772151899	0.00101265822785	0.000632911392405	0.00240506329114	0.00113924050633	0.000506329113924	0.00215189873418	0.000759493670886	0.00113924050633	0.000886075949367	0.000632911392405	0.00151898734177	0.00177215189873
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other;Other	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.0	0.0	0.000506329113924	0.000126582278481	0.0	0.000379746835443	0.000126582278481	0.0	0.000126582278481	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.000126582278481	0.000253164556962	0.0	0.000126582278481	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__;g__	0.00151898734177	0.00113924050633	0.00240506329114	0.00177215189873	0.00139240506329	0.000253164556962	0.00164556962025	0.00329113924051	0.000632911392405	0.00189873417722	0.00417721518987	0.00126582278481	0.00316455696203	0.00189873417722	0.00151898734177	0.00177215189873	0.000886075949367	0.00113924050633	0.00177215189873	0.0079746835443	0.00113924050633	0.00151898734177	0.00139240506329	0.00253164556962	0.00215189873418
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.000253164556962	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.000379746835443	0.0	0.000126582278481	0.0	0.0	0.000379746835443	0.000253164556962	0.0	0.000253164556962	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000506329113924
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.000253164556962	0.000126582278481	0.000126582278481
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;Other	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__	0.000379746835443	0.000126582278481	0.000759493670886	0.000253164556962	0.000886075949367	0.0	0.000126582278481	0.00139240506329	0.000253164556962	0.000253164556962	0.000886075949367	0.00126582278481	0.000506329113924	0.0	0.000506329113924	0.000506329113924	0.000379746835443	0.0	0.000253164556962	0.000126582278481	0.000506329113924	0.000126582278481	0.000126582278481	0.000506329113924	0.000253164556962
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__;g__	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.000126582278481	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__	0.0	0.0	0.000506329113924	0.000632911392405	0.000506329113924	0.0	0.000253164556962	0.000886075949367	0.0	0.000253164556962	0.000126582278481	0.00101265822785	0.000253164556962	0.000253164556962	0.000126582278481	0.00126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000253164556962	0.000253164556962	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas	0.0	0.0	0.0	0.000379746835443	0.00126582278481	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.000886075949367	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__OS-L;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__RB046;f__;g__	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__TP122;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae];g__Fimbriimonas	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.000253164556962	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.0
k__Bacteria;p__BHI80-139;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__BRC1;c__PRR-11;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	0.00177215189873	0.000759493670886	0.00164556962025	0.00126582278481	0.00126582278481	0.00379746835443	0.00139240506329	0.000253164556962	0.00177215189873	0.000759493670886	0.00101265822785	0.000632911392405	0.00291139240506	0.00101265822785	0.000632911392405	0.00455696202532	0.00177215189873	0.000506329113924	0.000506329113924	0.00126582278481	0.00126582278481	0.00253164556962	0.00113924050633	0.00278481012658	0.0046835443038
k__Bacteria;p__Bacteroidetes;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;Other;Other	0.000126582278481	0.000126582278481	0.000126582278481	0.000632911392405	0.000253164556962	0.000379746835443	0.000126582278481	0.0	0.000379746835443	0.0	0.000126582278481	0.000126582278481	0.00177215189873	0.000253164556962	0.000126582278481	0.000253164556962	0.000379746835443	0.0	0.000126582278481	0.000886075949367	0.000379746835443	0.000759493670886	0.000253164556962	0.000379746835443	0.000506329113924
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	0.000126582278481	0.000379746835443	0.000379746835443	0.000253164556962	0.0	0.000253164556962	0.000886075949367	0.0	0.000126582278481	0.000506329113924	0.000506329113924	0.000253164556962	0.0020253164557	0.000886075949367	0.000379746835443	0.000759493670886	0.000759493670886	0.00101265822785	0.000126582278481	0.00303797468354	0.000253164556962	0.000506329113924	0.000759493670886	0.00101265822785	0.00113924050633
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__	0.0	0.0	0.000379746835443	0.000253164556962	0.000126582278481	0.000126582278481	0.000253164556962	0.0	0.000253164556962	0.000126582278481	0.000253164556962	0.000632911392405	0.0	0.000126582278481	0.000506329113924	0.000126582278481	0.000253164556962	0.000379746835443	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.000126582278481
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	0.0	0.0	0.000759493670886	0.000759493670886	0.0	0.000253164556962	0.000253164556962	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.00518987341772	0.000886075949367	0.000126582278481	0.000253164556962	0.0	0.000253164556962	0.000126582278481	0.0	0.000759493670886	0.000126582278481
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__ML635J-40;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00151898734177	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;Other	0.000126582278481	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000253164556962	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiaceae;g__Cytophaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.000126582278481	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__	0.0	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.000506329113924	0.000126582278481	0.000253164556962	0.000126582278481	0.0	0.0	0.000506329113924	0.000379746835443	0.0	0.0	0.000379746835443	0.0	0.000253164556962	0.0	0.0170886075949	0.000379746835443	0.000253164556962	0.0	0.0	0.0
