Taxon	Downstream.5pm	Upstream.5.30am	Downstream.7.30am.day2	Upstream.8am.biof	Upstream.11am.biof	Downstream.8am.biof	Upstream.7.30am.day2	Upstream.5pm.biof	Downstream.5pm.biof	Downstream.11am	Trans.Waller.split	Upstream.2pm.biof	Trans.27.pipe	Upstream.5pm	Upstream.11am	Trans.Hemphill.Split	Upstream.8am	Downstream.5.30am	Downstream.2pm	Trans.105.pipe	Downstream.11am.biof	Downstream.8am	Upstream.2pm	Trans.24th.Street.Weir	Trans.Clark.Field
Unclassified;Other;Other;Other;Other;Other	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.00227848101266	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0
k__Archaea;Other;Other;Other;Other;Other	0.000253164556962	0.000759493670886	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.00518987341772	0.000126582278481	0.000126582278481	0.000126582278481	0.000253164556962	0.000632911392405	0.0	0.0	0.0	0.000126582278481	0.000253164556962	0.000126582278481	0.000379746835443
k__Archaea;p__Crenarchaeota;c__MCG;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__AK31;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00392405063291	0.0	0.000126582278481	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__	0.000379746835443	0.000253164556962	0.0	0.0	0.0	0.0	0.00113924050633	0.0	0.0	0.000126582278481	0.000632911392405	0.0	0.0224050632911	0.000759493670886	0.000759493670886	0.00101265822785	0.00177215189873	0.000506329113924	0.000253164556962	0.000253164556962	0.0	0.0	0.00101265822785	0.000379746835443	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__Cenarchaeaceae;g__Nitrosopumilus	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.000379746835443	0.0	0.000126582278481
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales;f__SAGMA-X;g__	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus Nitrososphaera	0.00215189873418	0.000632911392405	0.000886075949367	0.000759493670886	0.000759493670886	0.000506329113924	0.000126582278481	0.000506329113924	0.0	0.000506329113924	0.00481012658228	0.00126582278481	0.00113924050633	0.000632911392405	0.000253164556962	0.000506329113924	0.000759493670886	0.000759493670886	0.00113924050633	0.000379746835443	0.000379746835443	0.000379746835443	0.000126582278481	0.00139240506329	0.00189873417722
k__Archaea;p__Euryarchaeota;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__DSEG;o__104A5;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__DSEG;o__ArcA07;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Archaea;p__Euryarchaeota;c__DSEG;o__DHVE3;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000379746835443	0.000126582278481	0.0	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.000126582278481	0.000126582278481	0.000379746835443	0.0	0.0	0.0	0.0	0.0	0.000126582278481
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.00341772151899	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__pMC1;g__pMC1A4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales;f__Methanocellaceae;g__Methanocella	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Candidatus Methanoregula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__ANME-2D;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosaetaceae;g__Methanosaeta	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000886075949367	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.00189873417722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__DHVEG-1;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2;f__[Methanomassiliicoccaceae];g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles];f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000886075949367	0.0	0.000379746835443	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__WCHD3-30;f__;g__	0.00189873417722	0.000886075949367	0.000632911392405	0.0	0.0	0.0	0.00240506329114	0.0	0.0	0.000886075949367	0.00177215189873	0.0	0.0162025316456	0.00253164556962	0.00405063291139	0.000632911392405	0.0020253164557	0.00189873417722	0.000759493670886	0.00101265822785	0.0	0.0	0.00227848101266	0.000506329113924	0.00189873417722
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114;f__;g__	0.00126582278481	0.00126582278481	0.000632911392405	0.0	0.0	0.0	0.000886075949367	0.0	0.0	0.000506329113924	0.00177215189873	0.0	0.0313924050633	0.0020253164557	0.0026582278481	0.000253164556962	0.000886075949367	0.00164556962025	0.000379746835443	0.000759493670886	0.0	0.000253164556962	0.00151898734177	0.000506329113924	0.000506329113924
k__Bacteria;Other;Other;Other;Other;Other	0.00848101265823	0.00481012658228	0.0121518987342	0.00443037974684	0.0153164556962	0.00607594936709	0.00835443037975	0.0101265822785	0.00670886075949	0.0079746835443	0.00784810126582	0.00962025316456	0.0759493670886	0.00784810126582	0.0103797468354	0.00949367088608	0.0108860759494	0.0118987341772	0.00974683544304	0.00835443037975	0.00936708860759	0.00708860759494	0.00911392405063	0.00746835443038	0.00962025316456
k__Bacteria;p__AC1;c__HDBW-WB69;o__;f__;g__	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00101265822785	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.000126582278481
k__Bacteria;p__Acidobacteria;c__AT-s2-57;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-5;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.00113924050633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.000126582278481
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;Other;Other;Other	0.0	0.0	0.0	0.0	0.000759493670886	0.000126582278481	0.0	0.000253164556962	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__;f__;g__	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__BPC015;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__;g__	0.000253164556962	0.0	0.000126582278481	0.000886075949367	0.000253164556962	0.000126582278481	0.000126582278481	0.00151898734177	0.000126582278481	0.000253164556962	0.0	0.000886075949367	0.0	0.0	0.000126582278481	0.000379746835443	0.0	0.000126582278481	0.000379746835443	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__;g__	0.000126582278481	0.00101265822785	0.000506329113924	0.0026582278481	0.0020253164557	0.000506329113924	0.000632911392405	0.00455696202532	0.000506329113924	0.000126582278481	0.00139240506329	0.00392405063291	0.00354430379747	0.000253164556962	0.000379746835443	0.000886075949367	0.000126582278481	0.000506329113924	0.000506329113924	0.000759493670886	0.000632911392405	0.000126582278481	0.000379746835443	0.000253164556962	0.000506329113924
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40;g__	0.000126582278481	0.000126582278481	0.0	0.000379746835443	0.000632911392405	0.000126582278481	0.0	0.00177215189873	0.0	0.0	0.0	0.00113924050633	0.0	0.000126582278481	0.000126582278481	0.000253164556962	0.0	0.0	0.000126582278481	0.000379746835443	0.000126582278481	0.000126582278481	0.0	0.000253164556962	0.000379746835443
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424;g__	0.000126582278481	0.0	0.000379746835443	0.0020253164557	0.00392405063291	0.000253164556962	0.000253164556962	0.00772151898734	0.000506329113924	0.000253164556962	0.00101265822785	0.00582278481013	0.00126582278481	0.000126582278481	0.0	0.000632911392405	0.0	0.000253164556962	0.000379746835443	0.00291139240506	0.000506329113924	0.000126582278481	0.000126582278481	0.000379746835443	0.000253164556962
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__;g__	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Bacteria;p__Acidobacteria;c__DA052;o__E29;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__;g__	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.000632911392405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00189873417722	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__Holophagaceae;g__	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.00126582278481	0.0	0.000126582278481	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__OS-K;o__;f__;g__	0.0	0.000253164556962	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__;g__	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000379746835443	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__S035;o__;f__;g__	0.0	0.0	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;Other;Other	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.00113924050633	0.0	0.0	0.0	0.000632911392405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000759493670886	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__;g__	0.0	0.0	0.0	0.0	0.00113924050633	0.000126582278481	0.000126582278481	0.00164556962025	0.0	0.0	0.0	0.000759493670886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f;g__	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae];g__	0.0	0.0	0.0	0.000253164556962	0.000632911392405	0.0	0.0	0.000506329113924	0.0	0.0	0.0	0.000506329113924	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae];g__Bryobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__;g__	0.000126582278481	0.0	0.000126582278481	0.000759493670886	0.00189873417722	0.000253164556962	0.0	0.00518987341772	0.000126582278481	0.0	0.0	0.0079746835443	0.000379746835443	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.000632911392405	0.0	0.0	0.0	0.000126582278481
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__;g__	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.00101265822785	0.0	0.0	0.000126582278481	0.000253164556962	0.00126582278481	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.00101265822785	0.000253164556962	0.0	0.000126582278481	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__;g__	0.000126582278481	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.000126582278481	0.000126582278481	0.000253164556962	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.000126582278481
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075;g__	0.000379746835443	0.0	0.000379746835443	0.000506329113924	0.00113924050633	0.000379746835443	0.0	0.0156962025316	0.000379746835443	0.000253164556962	0.000506329113924	0.0107594936709	0.000759493670886	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000253164556962	0.000253164556962
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__;g__	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;Other;Other;Other;Other	0.0	0.0	0.000253164556962	0.0	0.00113924050633	0.000379746835443	0.0	0.000759493670886	0.000126582278481	0.0	0.000253164556962	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.00189873417722	0.000379746835443	0.0	0.000253164556962	0.000379746835443	0.000126582278481
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other;Other	0.0	0.000126582278481	0.0	0.000126582278481	0.000506329113924	0.0	0.000126582278481	0.000506329113924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000379746835443	0.0	0.0	0.000126582278481	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__	0.000253164556962	0.000379746835443	0.00126582278481	0.000759493670886	0.00227848101266	0.000253164556962	0.000379746835443	0.00329113924051	0.000253164556962	0.000126582278481	0.00164556962025	0.00126582278481	0.000506329113924	0.000506329113924	0.000126582278481	0.000632911392405	0.000126582278481	0.000759493670886	0.000886075949367	0.000253164556962	0.000379746835443	0.000253164556962	0.000253164556962	0.000506329113924	0.000886075949367
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__AKIW874;g__	0.0	0.0	0.000253164556962	0.000126582278481	0.000253164556962	0.0	0.000379746835443	0.000126582278481	0.0	0.0	0.0	0.000253164556962	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.000126582278481	0.0	0.0	0.0	0.0	0.000126582278481	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111;g__	0.000506329113924	0.000126582278481	0.000253164556962	0.00253164556962	0.0053164556962	0.000632911392405	0.000506329113924	0.00746835443038	0.000379746835443	0.000506329113924	0.000632911392405	0.00392405063291	0.000126582278481	0.000506329113924	0.000379746835443	0.00405063291139	0.000253164556962	0.000253164556962	0.000632911392405	0.165696202532	0.000886075949367	0.000506329113924	0.000126582278481	0.000126582278481	0.00113924050633
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017;g__	0.0	0.000506329113924	0.000379746835443	0.000126582278481	0.000253164556962	0.0	0.000253164556962	0.000759493670886	0.000126582278481	0.000126582278481	0.000253164556962	0.000632911392405	0.000253164556962	0.000126582278481	0.000253164556962	0.000253164556962	0.000379746835443	0.0	0.000379746835443	0.0	0.0	0.0	0.0	0.000253164556962	0.000253164556962
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;g__Iamia	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.000126582278481	0.000126582278481	0.000253164556962
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__JdFBGBact;g__	0.0	0.0	0.000126582278481	0.0	0.000379746835443	0.0	0.0	0.00518987341772	0.0	0.0	0.0	0.000759493670886	0.000379746835443	0.0	0.000126582278481	0.0	0.0	0.000126582278481	0.0	0.0	0.0	0.0	0.0	0.0	0.000126582278481
